8	41.1
0	0.16
1.2	1.89
2.4	6.00
3.6	9.42
4.8	11.21
6.0	11.98
7.2	11.87
8.4	10.56
9.6	9.16
10.8	8.05
12.0	6.84
13.2	5.58
14.4	4.58
15.6	3.79
16.8	3.05
18.0	2.47
19.2	2.05
20.4	1.63
21.6	1.32
22.8	1.16
24.0	0.89
25.2	0.68
26.4	0.53
27.6	0.42
28.8	0.37
30.0	0.26
31.2	0.21
32.4	0.18
33.6	0.16
34.8	0.12
36.0	0.10
37.2	0.08
38.4	0.06
39.6	0.05
